"Age","CortexVol","SubCortGrayVol","TotalGrayVol","SupraTentorialVol","CorticalWhiteMatterVol","X3rd.Ventricle_volume","X4th.Ventricle_volume","X5th.Ventricle_volume","Brain.Stem_volume","CC_Anterior_volume","CC_Central_volume","CC_Mid_Anterior_volume","CC_Mid_Posterior_volume","CC_Posterior_volume","CSF_volume","Accumbens.area_volume","Amygdala_volume","Caudate_volume","Cerebellum.White.Matter_volume","Cerebellum.Cortex_volume","choroid.plexus_volume","Hippocampus_volume","Inf.Lat.Vent_volume","Lateral.Ventricle_volume","non.WM.hypointensities_volume","Pallidum_volume","Putamen_volume","Thalamus.Proper_volume","VentralDC_volume","vessel_volume","WM.hypointensities_volume","Optic.Chiasm_volume","bankssts_volume","caudalanteriorcingulate_volume","caudalmiddlefrontal_volume","cuneus_volume","entorhinal_volume","frontalpole_volume","fusiform_volume","inferiorparietal_volume","inferiortemporal_volume","insula_volume","isthmuscingulate_volume","lateraloccipital_volume","lateralorbitofrontal_volume","lingual_volume","medialorbitofrontal_volume","middletemporal_volume","paracentral_volume","parahippocampal_volume","parsopercularis_volume","parsorbitalis_volume","parstriangularis_volume","pericalcarine_volume","postcentral_volume","posteriorcingulate_volume","precentral_volume","precuneus_volume","rostralanteriorcingulate_volume","rostralmiddlefrontal_volume","superiorfrontal_volume","superiorparietal_volume","superiortemporal_volume","supramarginal_volume","temporalpole_volume","transversetemporal_volume","bankssts_thickness","caudalanteriorcingulate_thickness","caudalmiddlefrontal_thickness","cuneus_thickness","entorhinal_thickness","frontalpole_thickness","fusiform_thickness","inferiorparietal_thickness","inferiortemporal_thickness","insula_thickness","isthmuscingulate_thickness","lateraloccipital_thickness","lateralorbitofrontal_thickness","lingual_thickness","medialorbitofrontal_thickness","middletemporal_thickness","paracentral_thickness","parahippocampal_thickness","parsopercularis_thickness","parsorbitalis_thickness","parstriangularis_thickness","pericalcarine_thickness","postcentral_thickness","posteriorcingulate_thickness","precentral_thickness","precuneus_thickness","rostralanteriorcingulate_thickness","rostralmiddlefrontal_thickness","superiorfrontal_thickness","superiorparietal_thickness","superiortemporal_thickness","supramarginal_thickness","temporalpole_thickness","transversetemporal_thickness"
29,473929.797517202,61262.4778417102,637595.634602701,1008368.33333053,456688.883424344,782.031674649937,1655.13847339177,2.95637921777741,20909.2514849584,875.621713179298,461.804897242263,462.386673409235,442.191794551029,928.055558326447,1036.10748025703,1377.32414254456,3561.10968436517,7581.0760172635,31137.9594339476,103608.462680366,2975.88756553871,8927.37086157175,445.229552189123,11915.0268277852,20.766088506645,3067.42612381824,11799.9801055101,15019.8045410725,7787.00690749324,154.041768439152,1591.55042768431,197.907714395453,5189.59787981915,4354.0227010232,12464.2580307289,6115.92182407734,3317.25324147203,1883.71066321666,20887.2881282997,27840.0908799597,22241.1458558383,13161.2029885536,5238.65677977432,23702.2283599762,14940.0275470932,14167.952216075,9602.88335856025,23884.3816680875,7363.14724509948,4736.89762681164,9158.25509339453,4938.53628942357,7919.23969935736,4301.03906196727,18571.8508432658,6814.28415300167,26642.4455342405,19787.5305664966,5046.5655925926,31188.1851001063,43841.7687416104,26072.8438273131,24089.3555032485,21459.8492750663,4485.0025639951,2150.15413812035,2.62107343792724,2.66400566220573,2.51331283546861,1.87535000860418,3.50498904478252,2.75845670698514,2.82713166856048,2.4703076414767,2.90639286586056,3.11002000458165,2.58473819939061,2.27082542088272,2.63253859694249,2.0924353283696,2.37089986147614,2.98681503140368,2.403937127726,2.86747997847512,2.60886502565541,2.70166967757132,2.46527081556123,1.60370811915286,2.07950635523479,2.57453173151045,2.5568144091158,2.40596410100001,2.86482600146451,2.28382408901209,2.69827554625355,2.17910493862362,2.8966839201447,2.60684415723016,3.67572844560997,2.43643867145693
30,472318.59699203,61577.0353846248,635602.846460516,1007193.05970812,457226.211642163,787.990377508859,1650.87085815965,2.96328061302179,20916.0177905135,875.622579374012,461.073070315464,462.33197406243,441.508581696135,930.037117324065,1036.45977798788,1370.20156335139,3552.54577505714,7559.54999088178,31122.3700075582,103295.253050571,2980.87484614386,8912.91333694855,450.332373830082,12080.058699546,21.2573374632164,3061.61021739236,11760.765721101,14992.8087876244,7773.45841938469,156.020395183633,1602.40119380907,199.477423970796,5168.74471664868,4329.7792326555,12430.2570896588,6103.38066087235,3323.82892442734,1874.68612967031,20802.9975478403,27750.9027339468,22142.0625413985,13144.0433319474,5222.0438322316,23642.484926011,14882.0244769079,14113.4632524664,9577.663830592,23754.045238497,7349.90769720264,4719.64894979137,9109.46166254838,4914.89026021153,7878.72435173638,4296.21535013939,18543.9255235958,6777.90453133294,26566.7357071992,19730.0526165016,5027.52147181711,31061.209416712,43702.2709398367,26014.1979752246,24004.1937053909,21379.6059959719,4487.11157307865,2145.19721847873,2.61384355769801,2.65642349019231,2.50980963442411,1.8730468953276,3.5039453328211,2.7519328393333,2.81988640727072,2.46650667351405,2.89881608678313,3.10162244028224,2.57804115174778,2.26778355595446,2.62502714703156,2.08751729158501,2.3646719600977,2.97737607580977,2.4001378953134,2.86004918042659,2.60223874728888,2.69579793721734,2.45823998219587,1.60189521328139,2.07670624176319,2.56776755168503,2.55241158382804,2.4011814925363,2.85614056070728,2.28058061649051,2.69255664072243,2.17645662327256,2.88870184972957,2.60055777828316,3.67326194199146,2.43119616781352
31,470740.362874107,61890.9951953729,633641.62804429,1005983.04717806,457701.109622456,794.173383296873,1647.16207574151,2.97028255984441,20921.5406415476,875.508022886637,460.27654165495,462.201305096161,440.776247425561,931.940334554681,1037.02926648508,1363.01081524642,3543.54103557437,7537.79750108177,31103.9985677542,102984.862125856,2985.77589372287,8897.94367181954,455.276797682954,12246.8716742941,21.7629677995073,3055.51039489609,11720.1962890652,14964.2044513809,7759.35262251298,157.913534812179,1613.24616717241,201.052959471532,5148.36967280977,4305.99421115371,12396.0310100364,6090.57168922904,3330.3053461274,1866.11085590771,20719.6043400057,27662.4212508981,22044.6389156252,13127.323480028,5206.06037939654,23583.0041627731,14825.1755841336,14059.0076811401,9553.42234874294,23627.0378356553,7336.31767397841,4702.68404893766,9062.29623665698,4891.90771122318,7839.38300304433,4291.35487629582,18517.1437189218,6742.29532810353,26493.8894947931,19673.6903461188,5008.54357407357,30937.2860467047,43564.6725986383,25957.4332740941,23919.3223336078,21300.5353300589,4489.87385151144,2140.36045866876,2.60678284670797,2.64921905995514,2.5064617926576,1.87079505237072,3.50306218366332,2.74581916340457,2.81289712684004,2.46289034440198,2.89146815658188,3.09345312450187,2.5713610955813,2.26485902423402,2.61775988690751,2.08266408963947,2.35869375489325,2.96826538508066,2.39648667835096,2.85294987168114,2.59581676793292,2.69014609984334,2.45143504713648,1.60005819276245,2.07412981840573,2.56121345223149,2.54819791199512,2.39656753549958,2.84786619093989,2.27752336031079,2.68706692443685,2.17401581702822,2.88087017264931,2.59450870075827,3.67113846731977,2.426265178212
32,469166.329983961,62198.9202275086,631685.399066737,1004772.28480531,458169.617655621,800.35476357362,1643.5378442468,2.97817328562451,20927.0541098209,875.385212373403,459.503633335159,462.072382374257,440.054771536536,933.843910245615,1037.57409438498,1355.74159147009,3534.59141006471,7515.8062903379,31086.0894205823,102676.946943998,2990.81859175116,8882.99527424144,460.151338153983,12414.628056251,22.2683382042431,3049.37030069775,11679.3845201544,14935.3822920936,7745.22224466732,159.777917669468,1623.94281026282,202.632200259472,5127.77101007219,4282.38717451313,12362.083374259,6077.7160657969,3337.05076388517,1857.46705210754,20637.3343212694,27573.8960862504,21948.3671029204,13110.8999449679,5190.12252055498,23523.9473455497,14768.6478447255,14004.2713574001,9529.45754988847,23500.3846644563,7322.42082723078,4685.90779713299,9015.27663380506,4869.10222333031,7800.34005600828,4286.41214136454,18489.5900530562,6706.57252157874,26421.1685397875,19617.1855906584,4989.75874214432,30813.7399390758,43426.2571117428,25900.5522128253,23835.1154827456,21221.0833156256,4492.83825479436,2135.47401089511,2.5997715188445,2.64202478937393,2.50312302819151,1.86855191582707,3.50230520903617,2.73969801164651,2.80601017524625,2.45932015869874,2.88422161594609,3.08537867057735,2.56468677311821,2.26199276875736,2.61051313289042,2.07782990020124,2.35272615909085,2.95924823689084,2.39286259255204,2.84593269664005,2.5893779515679,2.68456618763655,2.44467535831341,1.59823900767844,2.07154852967616,2.5546624117822,2.54399070328344,2.391970301293,2.83958921299558,2.2744798866554,2.68160271480167,2.17160293658377,2.87311570283608,2.58847596055895,3.66908942450822,2.42135993300587
33,467557.169352095,62494.9113922248,629697.468019363,1003605.65733654,458707.317414173,806.236972640461,1639.35116377764,2.98778611343395,20934.1921411941,875.398068627055,458.86507456143,462.047093624777,439.420375789361,935.852252851725,1037.78078774259,1348.39816038423,3526.3385470129,7493.619333324,31072.8106040074,102370.420383745,2996.2733621578,8868.76680506774,465.09194829197,12582.0372716657,22.7542654790901,3043.52111499178,11639.8619194567,14908.2380126899,7731.77815732918,161.695756649128,1634.33954077965,204.211599742256,5106.07472428203,4258.54316802872,12329.0030833555,6065.11755641939,3344.48227689172,1848.08526488899,20556.2063740887,27484.3338598911,21852.2821603123,13094.4990926384,5173.44127609259,23465.4125433426,14711.2473577064,13948.9084524551,9504.76337723684,23370.0505775161,7308.34583287969,4669.14775061536,8966.39836391881,4845.78283196244,7760.35784615167,4281.34766327134,18458.9057786182,6669.59221033147,26344.901226103,19558.8978368606,4971.28299127999,30686.9178063138,43283.6034648889,25840.939012047,23751.8970883857,21139.2801723284,4495.35341428609,2130.32383998434,2.59263906270406,2.63435145988824,2.49959727315571,1.86625880700473,3.50159549852719,2.73301722511574,2.79899680262426,2.45560087559942,2.87688248232069,3.07719844183887,2.5580019723188,2.25909147748399,2.60298557502396,2.07294945929123,2.34644971069163,2.94999034900236,2.38909840544825,2.83864696429964,2.58263380303746,2.6788441081282,2.43771039431989,1.59648896827779,2.06866024391417,2.54783934701024,2.53954607435144,2.38718430450123,2.83076226049618,2.27121842262873,2.67588797046669,2.168972988508,2.8653221394285,2.58216261287671,3.66673862763907,2.41609527300896
34,465927.808724728,62782.4962059991,627691.303226836,1002463.84562599,459283.711569191,811.947007499466,1634.85667618559,2.99856761640937,20942.2680362786,875.488566852052,458.307658083559,462.081043331899,438.837226604414,937.922348016274,1037.78746198702,1340.99527033974,3518.49710647664,7471.27944930175,31062.2792348595,102065.049187264,3002.00106473018,8854.95458659931,470.062165691096,12749.5116872449,23.2291521476604,3037.83111488694,11601.0461194854,14882.0348931298,7718.72862374703,163.639969549495,1644.53856178857,205.7921344662,5083.70409616712,4234.5923617342,12296.4535579816,6052.65994297299,3352.34814860466,1838.26106831107,20475.9271878384,27394.1327758945,21756.4810573417,13078.1358626933,5156.32455654291,23407.2293946391,14653.3623648029,13893.1403159069,9479.6674490942,23237.6124632429,7294.10566700116,4652.42922160936,8916.44986721598,4822.18636095262,7719.86962549599,4276.20021007945,18426.2435663968,6631.85771674132,26266.5598172462,19499.5288410837,4953.00907457722,30558.2087904667,43138.2858443244,25779.7122370648,23669.345034157,21056.0378259219,4497.63157797446,2125.00881722815,2.5854452048227,2.62640108888209,2.49596408206922,1.86393763198276,3.50092901322102,2.72600714152038,2.79192695649121,2.45180145222957,2.86950605725007,3.06897132073598,2.55131223449596,2.25617809299313,2.59529755229351,2.06804583867536,2.33999454515027,2.94060720999173,2.38525618654019,2.83121777105476,2.57570947994932,2.67305005596737,2.43063324593782,1.59478253288025,2.06559117162567,2.54085806705006,2.53496346607401,2.3822908465493,2.82161414629567,2.26783232310991,2.67003154614515,2.16622079341044,2.85751781604361,2.57568791273154,3.66421957574231,2.41062511738311
35,464293.704164068,63065.290069938,625680.862418452,1001326.90991667,459867.273027538,817.615967669624,1630.31779485985,3.00995150401331,20950.5726465294,875.596723139494,457.77660739472,462.128423825663,438.268415136046,940.009754393919,1037.73658346674,1333.5477244837,3510.77282102175,7448.82929903748,31052.5542335132,101760.610054534,3007.85867700868,8841.24526606411,475.02380963668,12917.4805967959,23.7016669874143,3032.16407741768,11562.3341487209,14856.0106021647,7705.77219296093,165.582397973845,1654.64443275372,207.374826571655,5061.09481015706,4210.67031436773,12264.0894768736,6040.22291542447,3360.39036123002,1828.29933020859,20396.2011732941,27303.7045093016,21661.0718155848,13061.8282150554,5139.09092909809,23349.2252524976,14595.3966638466,13837.1935962299,9454.51049825863,23104.7017644469,7279.71200133418,4635.77955833353,8866.24671854865,4798.55873630348,7679.32502082069,4271.00925136327,18392.7895956805,6593.88822976181,26187.6664703157,19439.8029575948,4934.82772556131,30429.0511233991,42991.9263136716,25718.0265063319,23587.1314132123,20972.2958492488,4499.89349439676,2119.63081320205,2.57825193041355,2.61838238771838,2.49230568225175,1.86161108272974,3.50030252840727,2.71890566721084,2.7848735410593,2.44799343338837,2.86215012079489,3.06075876429613,2.54462331482667,2.25327672292004,2.58757349671438,2.06314297665225,2.33349515543826,2.93121872210136,2.38140024296234,2.82377487094254,2.56873413030953,2.66725702461312,2.42354035825749,1.5930934274058,2.06247166629717,2.53383614604306,2.53034564631623,2.37737401491709,2.81238119158637,2.26441809758629,2.66414603707484,2.16344447864712,2.84973251718039,2.56917515345096,3.66167075457692,2.40510861864108
36,462670.311732319,63346.9083851484,623680.103323506,1000174.91045158,460426.474696077,823.374952669928,1625.9979331896,3.02137148570836,20958.3968234013,875.662553580484,457.217145988089,462.14342743611,437.677032538609,942.070030639317,1037.77061853021,1326.0703259632,3502.871423214,7426.31154329751,31041.6945203428,101456.87968553,3013.7031765337,8827.32549069014,479.938699414041,13086.3732941258,24.1804787758124,3026.38377961847,11523.1230356434,14829.4028085463,7692.60741401095,167.494883525451,1664.76171313921,208.960698198976,5038.68255068145,4186.91258466744,12231.5655187681,6027.68616374061,3368.35089697385,1818.50491841634,20316.7327412315,27213.4607351538,21566.1624566178,13045.5941096476,5122.05896095026,23291.2274699768,14537.7540526697,13781.2949418986,9429.63325752823,22972.9499239387,7265.17650761773,4619.22610900643,8816.60449276888,4775.14588401768,7639.1736589052,4265.81425669726,18359.7300457577,6556.20293834647,26109.7433424103,19380.4445406609,4916.62967775757,30300.8830369755,42846.1469365523,25657.0364383015,23504.9283187043,20888.993815152,4502.35991209028,2114.29169848158,2.57112122468974,2.61050406776001,2.48870430102304,1.85930185121428,3.49971281937559,2.71195070853752,2.77790946054073,2.44424836387502,2.85487245301582,3.0526222295468,2.53794096848792,2.2504114749,2.57993784030192,2.05826481152049,2.32708603452709,2.92194478757365,2.37759488184923,2.81644801800011,2.56183690212416,2.66153800752448,2.41652817636919,1.59139537777442,2.05943208141516,2.52689115813065,2.52579538294317,2.37251789708448,2.80329971756061,2.2610722555452,2.65834403849355,2.16074217157409,2.8419960273378,2.56274762836251,3.6592306499019,2.39970492929559
37,461073.087491688,63630.9665527369,621702.983671294,998987.907473717,460929.789481673,829.355062019369,1622.16050456406,3.03226127095706,20965.0314183494,875.626074266121,456.574497356842,462.080246493279,437.026169966454,944.058735407125,1038.03203352589,1318.57787792533,3494.49864561921,7403.76884284819,31027.7590157231,101153.63478023,3019.39154084561,8812.88190770536,484.768654308498,13256.619073042,24.6742562903152,3020.35399852376,11482.8098087336,14801.4491810259,7678.93283593719,169.349267807587,1674.99496240917,210.550771488515,5016.90300216988,4163.4547313715,12198.5363624016,6014.92937788819,3375.97173804219,1809.18270076911,20237.2263024262,27123.8131284923,21471.8610020169,13029.4515063927,5105.54721929159,23233.0634001352,14480.8383291038,13725.6710013874,9405.37645970108,22843.9883845287,7250.51085759081,4602.79622184659,8768.33876472874,4752.19373009786,7599.86516652897,4260.65469565582,18328.2510959169,6519.32103144884,26034.3125906287,19322.1779445489,4898.30566469131,30175.1427630603,42702.5697765887,25597.8966514269,23422.407843786,20807.0712964741,4505.25157959228,2109.09334364229,2.5641150728644,2.60297484036987,2.48524216570282,1.85703262940496,3.49915666141561,2.70538017185081,2.77110761914769,2.44063778848872,2.84773083397352,3.04462317351544,2.53127095065668,2.24760645656827,2.57251501507145,2.05343528157868,2.32090167538826,2.91290530865102,2.37390441033536,2.80936696626463,2.55514694339928,2.65596599816052,2.40969314536321,1.58966210990609,2.05660277046618,2.52014067745424,2.52141544381991,2.36780658053135,2.79460604541073,2.25789130647399,2.65273814563907,2.15821199954735,2.8343381310148,2.55652863079372,3.65703774747626,2.3945732018594
38,459517.487504381,63921.0799738104,619763.461191112,997745.961226087,461345.690291188,835.687395236937,1619.06892237242,3.04205456922199,20969.7672828285,875.427301287507,455.793884994153,461.893073327212,436.278918573933,945.931427351999,1038.66329480224,1311.08518351718,3485.36022080316,7381.24385845583,31008.8066400284,100850.65203861,3024.78074748481,8797.60116433776,489.475493605369,13428.6472273516,25.1916683083831,3013.93851116802,11440.7914964716,14771.3873883553,7664.4470077797,171.117392423526,1685.44874002771,212.146068580627,4996.19184905197,4140.43231321805,12164.6566865108,6001.83224783398,3382.99486664108,1800.6375451017,20157.3862676538,27035.1733643583,21378.2754733583,13013.4183652136,5089.87427131423,23174.5603960315,14425.0532909808,13670.5484231706,9382.08083757529,22719.4485890272,7235.72672299239,4586.51724507256,8722.2651092803,4729.94820054668,7561.84917047145,4255.57003781339,18299.5389254466,6483.76169802244,25962.8963720697,19265.7275235259,4879.74641988783,30053.2685335181,42562.8168974028,25541.7617641613,23339.24208161,20727.467866058,4508.78924544005,2104.13761925969,2.55729546015066,2.59600341691087,2.48200150361081,1.8548261092704,3.49863082981694,2.69943196350113,2.76454092109238,2.43723325202865,2.84078304372866,3.03682305322951,2.52461901650994,2.24488577556013,2.56542945303829,2.04867832512543,2.31507657099326,2.90422018757586,2.37039313555524,2.80266146977323,2.54879340214096,2.65061398998028,2.40313171032982,1.58786734972077,2.05411408693671,2.51370227815523,2.51730859681154,2.36332415273758,2.78653649632907,2.25497175985999,2.6474409537492,2.15595208992295,2.82678861271038,2.55064145407214,3.65523053305898,2.38987258884525
39,458018.967832604,64220.8640494754,617875.493612254,996429.131951693,461642.650031487,842.503051841623,1616.98660000388,3.05018508996572,20971.8952682937,875.006250735743,454.820532393198,461.536100267948,435.398369515396,947.643665128597,1039.80686870773,1303.60704588584,3475.16188133165,7358.77925088678,30982.8963136333,100547.708160647,3029.72777399168,8781.16990781531,494.021036589973,13602.8870508619,25.7413836074767,3007.00109458569,11396.465127338,14738.4550992858,7648.84847857857,172.771098976543,1696.22760545896,213.747611615664,4976.98477575732,4117.98088894525,12129.581169832,5988.27446354475,3389.16226497656,1793.17431924891,20076.9170476902,26947.9531177929,21285.5138922182,12997.5126460331,5075.35868421032,23115.5458107242,14370.8027361326,13616.1538557228,9360.08712394893,22600.9619802448,7220.83577556148,4570.41652690288,8679.19910127562,4708.6552213668,7525.57529751207,4250.5997527444,18274.7797136352,6450.0441270208,25897.0168438318,19211.8176318588,4860.84267687243,29936.6985802134,42428.5103626167,25489.786394958,23255.1031253292,20651.1230967462,4513.19365817087,2099.52639590934,2.55072437176164,2.58979850874592,2.47906454206675,1.85270498277917,3.49813209986923,2.69434398983888,2.75828227058699,2.43410629929401,2.83408686234189,3.02928332571647,2.51799092122469,2.24227353951083,2.55880558621777,2.04401788045933,2.3097452143136,2.89600932659059,2.36712536464336,2.79646128256304,2.54290542635524,2.6455549764428,2.39694031635932,1.58598482313846,2.05209638431329,2.50769353437505,2.51357760978314,2.35915470118304,2.77932739150795,2.25241012519056,2.64256505806173,2.15406057005692,2.81937725692348,2.54520939152529,3.65394749240908,2.38576224276586
40,456583.166952161,64537.1671753733,616045.011624712,995035.425847528,461816.16921089,849.8652734479,1615.91190729441,3.05581037381901,20971.2280484486,874.33965333079,453.628544918395,460.996814201969,434.372042805392,949.174844233607,1041.54655999676,1296.20903403525,3463.79687558386,7336.50363344055,30949.1783744339,100244.19555591,3034.027074492,8763.51248302752,498.43078172758,13778.6018241018,26.3250266956356,2999.55190880639,11349.7245109521,14702.4581448201,7632.04762159444,174.311285094495,1707.42605597909,215.351851444686,4959.52432418778,4096.05752055989,12093.1070807564,5974.26554659009,3394.26631698198,1786.94837256331,19995.0797624956,26862.397031198,21193.0380047533,12981.6765665811,5062.17354826933,23055.9050327909,14318.2832123097,13562.6690257747,9339.56794349612,22489.0896240144,7206.03483376504,4554.37560628861,8639.37564207862,4688.35309385932,7491.0357693024,4245.81736092705,18254.9678472781,6418.4739428372,25837.2391073626,19160.8596268796,4841.52286088513,29826.0629152357,42300.9299945305,25442.5915834088,23169.685236447,20578.4425376903,4518.49746926354,2095.35145816942,2.54439180990657,2.58443176388432,2.47645151190554,1.85067964065329,3.49763036502106,2.69023053588008,2.75230092699554,2.43126009218495,2.82760554962553,3.02197605773257,2.51137847625864,2.23975102899297,2.5526866652146,2.03944401892988,2.30495789773676,2.88827033960362,2.36411160766001,2.79078140038238,2.53753446223896,2.64079359160487,2.39113029344021,1.58399659371657,2.05060324201283,2.50215362028964,2.51025462828485,2.35531942471138,2.77307119368473,2.25023527318353,2.63813869579591,2.15255764920842,2.8120825477751,2.54027060986571,3.65324257370558,2.3822873157498
41,455153.957057039,64888.6312841281,614225.930015346,993666.323462983,462019.23640349,857.421822123359,1614.31806818866,3.05718121984015,20970.6954356385,873.630265094089,452.377960015461,460.459495394876,433.335843534577,950.654626753146,1043.57443801418,1289.20033419357,3452.32228261502,7314.96018201876,30913.6028410054,99937.7286802685,3037.28508038538,8745.94261693285,503.106482830114,13949.5598882834,26.9033611552568,2992.45396762395,11303.4157010537,14666.5723627303,7615.24026790452,175.908115835096,1719.10778146886,216.931042674701,4942.73186104776,4073.64272352166,12055.9811327819,5960.55505627831,3398.52488193339,1781.12948483437,19909.1743013613,26777.477445449,21096.9757983832,12965.4248337349,5049.5095199259,22995.866385937,14266.3254650205,13509.9205969052,9319.59631939165,22377.7698571775,7192.4240950291,4537.5087110278,8599.45323974879,4667.85095836428,7455.55891952761,4241.43789897831,18239.1523038023,6387.91131694092,25778.062706606,19111.0997271919,4821.99601556925,29716.8372771368,42178.2874330608,25397.2042318479,23083.0414900028,20506.4026313782,4523.59200629864,2091.57256966129,2.53788039313921,2.57913355750304,2.47380803210116,1.84867992675246,3.49695522894264,2.68640564351833,2.74599081251472,2.42829354645213,2.82078319504781,3.01437710156098,2.50469995636926,2.23705974385965,2.54661921822298,2.03475996763515,2.30024599129619,2.8802955774464,2.36104190576452,2.78496099950965,2.53224335746488,2.63594244162685,2.38521351767301,1.58194842938944,2.04919605933591,2.49663848665506,2.50693156591872,2.35145876076139,2.76696554291874,2.24806551352874,2.6336838639118,2.15099239958145,2.80460324007315,2.53533874505162,3.65262987800101,2.37879567625972
42,453722.020872616,65264.370284209,612407.935541689,992322.16545531,462255.242506223,865.162901307388,1612.17710234532,3.05523703439461,20970.4653080059,872.897593759498,451.0980822391,459.928743037098,432.300436634549,952.099514898028,1045.8248329334,1282.52295782238,3440.87483687622,7294.07385420518,30876.8054238853,99628.8107594009,3039.7454131362,8728.46553652727,508.106018083906,14118.1290979862,27.4764470128907,2985.75987321701,11257.7300748929,14630.9268413213,7598.53430359697,177.570865005245,1731.43811286754,218.486771800423,4926.27455617153,4050.80992069661,12018.3566273152,5947.14671652842,3402.09446968468,1775.52621605137,19819.9809514816,26692.5974595191,20997.7458391782,12948.7142314364,5037.13995509959,22935.3448376025,14214.6461794442,13457.8297944006,9299.97751740396,22266.2286142784,7179.78923126416,4519.87304279939,8558.98597587621,4647.07521171904,7419.00709940197,4237.39397789542,18226.076589929,6358.06654103139,25718.4772254225,19061.952949319,4802.36327720745,29608.2363411475,42058.9151620263,25352.8036954371,22995.4814687277,20434.4115340078,4528.33491739428,2088.0843598386,2.53119107500173,2.57382254114472,2.47110080633445,1.8466891278746,3.4961120835687,2.68273564171227,2.73936674204864,2.42517452658025,2.81363922744068,3.00649780059809,2.49796355046618,2.23419436463742,2.5405600029534,2.02997373978919,2.29556019732811,2.87206631611616,2.35789251265163,2.77896266831388,2.52696586357204,2.63100290152089,2.37916720762547,1.57986491976739,2.04778716321212,2.49109444616722,2.50354380404023,2.34753759906796,2.76091092192111,2.24586639788291,2.62916522014248,2.14931691004258,2.7969537325411,2.53035154005262,3.65201339302276,2.3752116729005
43,452290.077617133,65648.4147914235,610590.357798416,990980.055075348,462492.797739365,873.16340793683,1609.80462393949,3.05136463875471,20970.0440561849,872.115484562432,449.783360048976,459.366676216522,431.245841776569,953.49682584855,1048.30102473597,1276.04675074398,3429.3592923754,7273.6476965269,30838.0749830733,99318.4999742724,3041.75524800586,8710.7811534155,513.406000959094,14288.348015988,28.0534335773423,2979.33383922287,11212.22725995,14594.927301472,7581.77173069764,179.271410186912,1744.59897472531,220.026827604345,4910.0424834187,4027.87055892318,11980.2189078342,5933.87501724075,3405.08399454092,1770.12455721807,19728.9319079932,26607.3359486468,20896.6549560435,12931.6008253089,5025.00776549601,22874.1812961179,14163.2080217823,13406.3634281365,9280.71740835339,22155.0187240813,7167.6546716362,4501.72422172141,8518.24991310147,4626.21689994055,7381.83145646012,4233.56693655521,18214.6225734126,6328.89839941458,25658.6398014675,19013.1923783149,4782.6852681106,29500.4565732803,41941.4453909223,25309.1924329531,22907.3163108607,20362.5230365146,4532.81997118043,2084.78484152425,2.52441902034209,2.56858816496236,2.46837456845449,1.84470519901672,3.49514305566302,2.67923547425262,2.7325806525836,2.42195813847414,2.80631884844657,2.99846776085659,2.49119640137695,2.23120596403554,2.5345671434631,2.02513830556621,2.29095586618661,2.86372215599738,2.35470799459933,2.77289573865852,2.52173102883547,2.62606514014708,2.37307765520326,1.57776190603734,2.04638180607245,2.48556524375413,2.50011384248687,2.3435998830197,2.75498552819521,2.24368836646146,2.62465405437402,2.14758129709124,2.78921695470009,2.52535254969147,3.65139970426053,2.37160203209602
44,450860.846508831,66024.7954215793,608772.526380202,989617.095573933,462700.512323193,881.498238948528,1607.51624714629,3.04695085419278,20968.9380708099,871.257782738305,448.428241904754,458.735414021038,430.152078631896,954.83387678501,1051.00629340343,1269.64155878069,3417.6804031205,7253.484755511,30796.7003785686,99007.8545058483,3043.66176025579,8692.58937920225,518.983044925816,14464.2552050669,28.643470157417,2973.04007927883,11166.4668837054,14557.9794640612,7564.79455123238,180.981628962068,1758.77229159234,221.55899886896,4893.92571664888,4005.13608503983,11941.5533178168,5920.57444831565,3407.60237080714,1764.91049933824,19637.4593660328,26521.2717880708,20795.0099778842,12914.1406809758,5013.05586282077,22812.2166698138,14111.9736582363,13355.4883079886,9261.82186306024,22044.6930153502,7155.54484531122,4483.31786791185,8477.52111406511,4605.46706904576,7344.48313823673,4229.83811383451,18203.6721220076,6300.36567639648,25598.7075723962,18964.591099234,4763.02261058959,29393.6944395476,41824.5103292439,25266.1729031724,22818.8571546405,20290.7909298338,4537.14093628709,2081.57202754109,2.51765939400824,2.56351987910895,2.46567405231035,1.84272609517586,3.49409027198942,2.67592008493015,2.72578448110588,2.41869948803865,2.79896725970792,2.99041658834917,2.48442565192913,2.22814561476329,2.5286987638093,2.02030663514038,2.28648834822577,2.8554026974745,2.3515329178856,2.76686954240702,2.51656790153016,2.62121932636552,2.36703115231207,1.57565522938622,2.04498524034785,2.48009462434384,2.4966641810961,2.33968955600525,2.74926755924438,2.2415818594798,2.62022165649254,2.14583567722686,2.78147583607127,2.52038532879094,3.65079539720403,2.36803348027017
