"Age","CortexVol","SubCortGrayVol","TotalGrayVol","SupraTentorialVol","CorticalWhiteMatterVol","X3rd.Ventricle_volume","X4th.Ventricle_volume","X5th.Ventricle_volume","Brain.Stem_volume","CC_Anterior_volume","CC_Central_volume","CC_Mid_Anterior_volume","CC_Mid_Posterior_volume","CC_Posterior_volume","CSF_volume","Accumbens.area_volume","Amygdala_volume","Caudate_volume","Cerebellum.White.Matter_volume","Cerebellum.Cortex_volume","choroid.plexus_volume","Hippocampus_volume","Inf.Lat.Vent_volume","Lateral.Ventricle_volume","non.WM.hypointensities_volume","Pallidum_volume","Putamen_volume","Thalamus.Proper_volume","VentralDC_volume","vessel_volume","WM.hypointensities_volume","Optic.Chiasm_volume","bankssts_volume","caudalanteriorcingulate_volume","caudalmiddlefrontal_volume","cuneus_volume","entorhinal_volume","frontalpole_volume","fusiform_volume","inferiorparietal_volume","inferiortemporal_volume","insula_volume","isthmuscingulate_volume","lateraloccipital_volume","lateralorbitofrontal_volume","lingual_volume","medialorbitofrontal_volume","middletemporal_volume","paracentral_volume","parahippocampal_volume","parsopercularis_volume","parsorbitalis_volume","parstriangularis_volume","pericalcarine_volume","postcentral_volume","posteriorcingulate_volume","precentral_volume","precuneus_volume","rostralanteriorcingulate_volume","rostralmiddlefrontal_volume","superiorfrontal_volume","superiorparietal_volume","superiortemporal_volume","supramarginal_volume","temporalpole_volume","transversetemporal_volume","bankssts_thickness","caudalanteriorcingulate_thickness","caudalmiddlefrontal_thickness","cuneus_thickness","entorhinal_thickness","frontalpole_thickness","fusiform_thickness","inferiorparietal_thickness","inferiortemporal_thickness","insula_thickness","isthmuscingulate_thickness","lateraloccipital_thickness","lateralorbitofrontal_thickness","lingual_thickness","medialorbitofrontal_thickness","middletemporal_thickness","paracentral_thickness","parahippocampal_thickness","parsopercularis_thickness","parsorbitalis_thickness","parstriangularis_thickness","pericalcarine_thickness","postcentral_thickness","posteriorcingulate_thickness","precentral_thickness","precuneus_thickness","rostralanteriorcingulate_thickness","rostralmiddlefrontal_thickness","superiorfrontal_thickness","superiorparietal_thickness","superiortemporal_thickness","supramarginal_thickness","temporalpole_thickness","transversetemporal_thickness"
19,25823.3222041416,-6860.09571847643,27375.2349699553,43060.32623645,26644.7522045976,197.429884643191,510.598101016265,2.96615910668669,1250.26146976809,111.781251240251,92.238952197983,76.0547395753805,96.1868520244256,149.135233364731,194.26436672851,130.881100905109,289.12923843342,758.361557097893,2715.78963244612,9021.14484945361,599.637616959496,571.522388578389,278.060299211958,5420.06554051215,4.22611667556281,310.66825121289,1057.05134763974,937.869676490929,456.434448712957,55.4999297604055,428.594866340457,61.1855182279356,645.106691633741,691.047763066235,1935.58859656759,603.160664941786,652.913756655407,246.231379585038,2214.83894727272,2253.47091031608,2090.6417341012,951.721941261175,706.799697008455,2575.37280679636,1214.21026008401,1562.60045156304,874.606652955309,1916.79940832259,727.572230961965,606.039531737548,1096.61234297103,489.548702131109,736.688864232124,618.046520937117,1501.1036392829,876.144902749128,2457.2506268602,1911.77857312373,569.294467197734,3186.03762958729,3545.6942315714,2459.29370966614,1538.3717244311,1994.60583635937,445.857347706119,271.522881369337,0.106062346346896,0.202916356220316,0.108292106001459,0.112066411875205,0.363884507982014,0.194595700954272,0.0920158106303372,0.101522124280128,0.17534580497558,0.13907490493103,0.214469430716747,0.111741331428274,0.160675685813975,0.117439563300099,0.173502927690826,0.138833148279277,0.135649750829899,0.238351516111507,0.0995730416951124,0.168571054823792,0.113294658275759,0.116298839452485,0.12771661163784,0.117777245178026,0.113415715247558,0.11156343721428,0.234734928616089,0.108074114534193,0.102914027669833,0.135093611703353,0.126814866883315,0.101673664410616,0.278829859157471,0.179387031615589
20,25636.1284881387,-5674.98036318692,27309.4916308565,42987.2259692113,26803.0890062407,199.330821863173,508.995967967036,3.07977668552929,1264.03214729368,113.422057424716,92.8857251350315,77.3604925345877,96.1871045883553,148.829893319033,194.242947832941,132.992003362061,292.336025049471,753.52432433381,2740.41202819865,8922.36194228094,597.275652643121,576.327798628039,276.422793108447,5460.01916397404,4.66428229444316,310.87920282059,1056.82211352753,939.104871308153,458.192676897715,55.7405430589654,442.1986855781,61.2753034317083,642.396527878793,688.936418195455,1921.49913331656,610.006655505262,646.239665639328,244.881066615473,2203.48205139423,2273.44484219393,2086.78408199775,951.934698995575,700.103157193266,2557.30629841182,1209.84905175665,1555.75470238227,875.888284205263,1916.05098951496,728.428796362403,601.478473701413,1089.77879046273,490.225991654779,744.13435472677,616.945875722013,1512.92329986824,871.368454559039,2436.54629208435,1900.52703247356,570.114618554348,3157.94927674016,3528.74827882479,2444.81284516515,1553.07330718015,1989.00304880958,449.903574965782,271.513311419068,0.106951505916983,0.20336646316664,0.108450598101322,0.112331376017261,0.360581606147239,0.195011725101783,0.0938617222339469,0.102062363557318,0.174454537115378,0.138793852377193,0.212277709204787,0.112033347571989,0.159425052780711,0.116478748499806,0.171834046808051,0.138407237979303,0.13506901613366,0.23916561031373,0.0999216296414317,0.16875087861305,0.11328951020284,0.115712853022978,0.126486484255284,0.117893138626124,0.113510513420551,0.111306449133922,0.231820573437569,0.107595922009931,0.103040805418591,0.133723833664709,0.126866552756124,0.102173979779512,0.278868845792282,0.178719907509064
21,25445.0400733898,-4509.68161491408,27244.8984276224,42913.8143332591,26969.7285753445,201.218556616425,507.40303817669,3.19323763345789,1277.21793367049,115.139920782996,93.6054692712824,78.7037742601318,96.234466270553,148.55145594415,194.245057439452,135.189037466594,295.64958540959,748.45064629829,2764.54217029545,8819.80730353083,594.843747981513,581.314205099188,274.697444922695,5499.12788060804,5.08236715658718,310.905776836114,1056.64251312614,940.075738205177,459.87106808459,55.9950186704904,455.876439219553,61.375293680697,639.625131018573,687.046721989655,1907.46359502824,617.263829309466,639.601886717949,243.549638776534,2191.96070176724,2294.54398879584,2083.52394321382,952.090363427685,693.244181128202,2539.08234618235,1205.5611437836,1548.87166333016,877.404420606454,1915.46702231458,729.060692206056,596.909817776456,1082.58663207987,490.82874430334,751.892915353638,615.718447828678,1524.95406958854,866.855380857836,2414.54893106598,1888.95124960619,570.910761092402,3129.04386325011,3511.48264168601,2429.88407879866,1568.1079649031,1982.80453883067,454.268071624244,271.459195065892,0.107937279259692,0.203922518549989,0.108564300108166,0.112627000142744,0.357189446387998,0.19547927809105,0.095735650015463,0.102662656710569,0.173569520757345,0.1384993513821,0.210044639818913,0.11234191554514,0.158181137369346,0.115503673953683,0.170169909788473,0.138006274939238,0.13444039537104,0.239981410699209,0.10030898275437,0.168915883469633,0.113299904418,0.115108568631283,0.125197329442459,0.118033279885196,0.113596544868032,0.111082314872963,0.22881758320818,0.107128793000657,0.103161489517511,0.132331016088439,0.126988710709033,0.102696835562303,0.278949386133699,0.178033731489783
22,25251.740556765,-3354.94685440089,27180.8734361006,42840.2993055838,27141.0208293499,203.098899142296,505.812148918237,3.30660515406742,1290.08703868433,116.900635727807,94.3655713255283,80.0679229567042,96.3080657766034,148.287547842864,194.260493210465,137.433075827191,299.021228911905,743.248802314429,2788.38843208426,8715.181155873,592.370975283569,586.40398411565,272.92309784453,5537.79036725301,5.48926283983747,310.832966228732,1056.49308114795,940.904136130264,461.506436110639,56.2570647118431,469.599152734331,61.4811433414237,636.820263513458,685.276006631552,1893.46211679645,624.747217108025,632.98445790059,242.227583469681,2180.34134250272,2316.26903486839,2080.57165504496,952.217330731127,686.296014076759,2520.76236930016,1201.3080194917,1541.96764049354,879.048798350074,1914.97262659362,729.56939417929,592.337700522075,1075.19455259514,491.387881332805,759.823286076964,614.41971666812,1537.11370556611,862.482982956401,2391.8397141715,1877.19592678834,571.694008464988,3099.68001159054,3494.04713904103,2414.69054195192,1583.32724265572,1976.27918158346,458.807025239998,271.379455637211,0.108976244607258,0.204536876270163,0.108654173716255,0.112939514804162,0.353748791684539,0.195975198882975,0.0976257797533783,0.1032965408326,0.17268778730609,0.138197754861159,0.207789588600903,0.112660219628809,0.15694125057732,0.114520843231861,0.168508184958547,0.137619064781374,0.13378563589115,0.240797338163191,0.100717632201871,0.169073319487262,0.113318862275896,0.114493642354049,0.123875655103067,0.118186534125793,0.113677717969362,0.110876616926235,0.225765269364946,0.106668213616605,0.103279656025821,0.130925576282012,0.127149525766077,0.103232444542589,0.279054853910387,0.177337741533209
23,25057.9135351348,-2201.52346239029,27116.8347321392,42766.8888631756,27313.3156856983,204.977659680135,504.216137464686,3.41994245095281,1302.90767212103,118.669996671864,95.133418016562,81.4362768289963,96.3870318120911,148.025795617953,194.279052808401,139.684991052335,302.402264954543,738.027071705325,2812.15918691283,8610.18372197716,589.886406858186,591.519511801241,271.138595063781,5576.4053007478,5.89386092203665,310.745763967713,1056.35435230531,941.711924031676,463.135594812919,56.5203892998857,483.33785159195,61.5885067804104,634.009687823823,683.521604303867,1879.47483371499,632.271849654563,626.371417196566,240.905388096372,2168.69041771163,2338.12066515817,2077.63755478674,952.343997079524,679.331901302431,2502.40778695743,1197.0511622078,1535.05893995921,880.715153627319,1914.49292222426,730.056377968476,587.766258497665,1067.76123678121,491.934323999183,767.784206860982,613.105161651351,1549.31996492326,858.128562165619,2368.99981176735,1865.40576628671,572.475474325196,3070.21634423483,3476.59158977581,2399.41536601019,1598.58268549379,1969.6958522288,463.376623371539,271.293016460426,0.110024980191917,0.205161890226962,0.108741180619852,0.113255150554026,0.350300405017109,0.196476326438459,0.0995202972261859,0.103937553016133,0.171806368166228,0.137895415729775,0.205531921592539,0.112981444104077,0.155702703402069,0.113536759904472,0.166846540644725,0.137234413128003,0.133126485043102,0.241611813600924,0.101130109151878,0.169230436759659,0.113339405131187,0.113875730267928,0.122547969140812,0.118341766518469,0.113757941103898,0.110674937788567,0.222702943344897,0.106209669968007,0.10339888100275,0.129517931552897,0.12731718295129,0.10377101950397,0.279168622851017,0.176641175614805
24,24865.2426053693,-1040.15881962524,27052.2003915859,42693.7909830247,27482.9630618306,206.860648469288,502.607841089048,3.53331272770901,1315.9480437664,120.413798027884,95.8763960631762,82.7921740816992,96.4504930826006,147.753825872196,194.290533895683,141.905655750508,305.74400293563,732.893733794073,2836.06280812891,8506.51522451303,587.419115014261,596.583164279777,269.382779770274,5615.37135793127,6.30505298102733,310.729163022328,1056.2068613106,942.620960857676,464.795358028486,56.7787005514808,497.063561261924,61.693038364179,631.221166410045,681.680847189318,1865.48188087767,639.652757702705,619.746802615196,239.573540058064,2157.07437150494,2359.59956441178,2074.43197973471,952.498758646498,672.425088068714,2484.08001834633,1192.75205525871,1528.16186781401,882.297222629381,1913.95302907868,730.62311925998,583.199628262624,1060.44536941076,492.498993558488,775.634417669928,611.830262189378,1561.49060478228,853.669419796372,2346.61039421994,1853.725470368,573.266272326119,3041.01148365638,3459.26581277632,2384.2416823587,1613.72583847308,1963.32342592751,467.833053577358,271.218800862939,0.111040064245904,0.205749914320186,0.108846282513221,0.113560137944845,0.346885049365956,0.196959499718404,0.101407388212378,0.104559230353889,0.170922294742367,0.137598686903358,0.2032910048356,0.113298773252025,0.154462806841033,0.112557927541649,0.165182645173462,0.136841125601417,0.132484690176006,0.242423257907654,0.101528944772336,0.169394485380548,0.113354554338528,0.113262488449568,0.121240779459396,0.118487842233774,0.113841122651001,0.110462859954792,0.219669916585058,0.105748648165097,0.103522740507527,0.128118499208563,0.127459867288707,0.104302773230049,0.279274066684254,0.175953271710032
25,24675.4113643389,138.399693151297,26986.3884902886,42621.2136421214,27646.312875188,208.753675749105,500.980097064331,3.64677918793096,1329.47636340626,122.097834208582,96.5618921841638,84.1189529195044,96.4775782937165,147.459265208373,194.284734134732,144.055942530193,308.997752253294,727.957067903769,2860.30766908023,8405.8758861503,584.99817206069,601.517317675072,267.694495153838,5655.08721564225,6.73173059465211,310.868156361847,1056.03114287616,943.753105556527,466.522539594398,57.0257065834908,510.74730721377,61.7903924592513,628.482461732501,679.651067470624,1851.4633933783,646.704972006076,613.094652165797,238.222526756217,2145.55964799363,2380.20641737579,2070.66526718443,952.710011605671,665.648819639101,2465.84048265905,1188.37218197128,1521.29273014475,883.688741547455,1913.27806702904,731.371093740171,578.641946376348,1053.40563525647,493.11281126673,783.232658468037,610.650497693211,1573.54338226549,848.982857159543,2325.25263189568,1842.29974129893,574.077516120848,3012.42405232859,3442.21962692851,2369.35262238271,1628.60824664936,1957.43077784043,472.032503415948,271.17573217215,0.111978075001454,0.206253302449634,0.108990441090626,0.113840707529128,0.343543487711328,0.197401557683713,0.103275238490449,0.10513510993859,0.170032598439121,0.137313921297314,0.201086204371865,0.113605391353734,0.153218871891648,0.111590849713522,0.16351416687121,0.136428007823909,0.131881998638974,0.243230091978629,0.101896670231187,0.16957271544365,0.113357331252578,0.112661572975619,0.119980593962521,0.118613626442262,0.113931170990029,0.110225965919739,0.216705500522457,0.105280634318108,0.10365481059938,0.12673769655648,0.127545763802364,0.104817918504425,0.279354559138768,0.175283267794353
26,24490.1034089138,1343.40469519636,26918.8171040951,42549.3648174561,27799.7150432117,210.662551758933,499.325742663547,3.76040503521359,1343.76084082643,123.687899626674,97.1572930983174,85.3999515471033,96.4474161510234,147.129740229263,194.251451187969,146.096723999875,312.114822305662,723.325353357509,2885.10214311454,8309.9659295587,582.652650306369,606.244348110943,266.112584404301,5695.95155071961,7.18278534075361,311.24773695554,1055.80773171438,945.230217076491,468.353953347709,57.255115512778,524.360114917001,61.8762234321492,625.821336251567,677.329597330504,1837.39950631069,653.243523318303,606.399003857688,236.842835592289,2134.21269128866,2399.44190879679,2066.04775443148,953.006152130665,659.076341277088,2447.75059908778,1183.87302567235,1514.46783303824,884.783446572735,1912.39315594754,732.401777095417,574.097349398234,1046.80071909102,493.80669837992,790.437669219544,609.621347573859,1585.3960544952,843.946175566017,2305.507695161,1831.27328134618,574.920319362473,2984.81267272484,3425.60285111835,2354.93131746747,1643.08145507842,1952.28678312838,475.831160445803,271.18273371546,0.112795590690803,0.206624408515105,0.109194618046332,0.114083089859385,0.340316483033473,0.197779339295287,0.10511203383889,0.105638728862956,0.169134310661101,0.137047471827051,0.198936886243116,0.113894482690285,0.151968209551354,0.110642029990224,0.161838774064424,0.13598386541777,0.131340157781118,0.244030736709095,0.102215816696374,0.169772377042688,0.113340757227993,0.112080639922732,0.11879392055389,0.118707984314484,0.114031994500342,0.109949838178241,0.213849006594121,0.104801114537272,0.103798667337538,0.125385940904117,0.127543057516294,0.105306668110699,0.279393473943225,0.174640401843231
27,24311.0023359643,2584.108805767,26848.9043088532,42478.4524860189,27939.5194833428,212.593086738121,497.637615159705,3.87425347315185,1359.06968581273,125.149788694874,97.6299855244299,86.6185081691872,96.3391353601059,146.752877537646,194.180482717816,147.988872768035,315.04652249086,719.10686947839,2910.65460357959,8220.48557740792,580.411622060196,610.686631711204,264.675890711491,5738.36304000221,7.66710879717445,311.952897772678,1055.51716253761,947.174154365832,470.326413125478,57.4606354562048,537.873009841134,61.9461856493947,623.265552427618,674.613768951679,1823.27035476864,659.083442393009,599.643895700186,235.424953967738,2123.099945501,2416.80672342137,2060.2897787714,953.415576395103,652.78089824617,2429.8717868247,1179.21606968875,1507.70348258131,885.475073896415,1911.22341570634,733.816645012086,569.569973887679,1040.7893056871,494.61157615407,797.108189888685,608.798291242331,1596.9663785937,838.436676326676,2287.95675438232,1820.79079277647,575.805795704086,2958.53596731853,3409.56530423181,2341.16089899824,1656.99700881602,1948.16031695219,479.085212225416,271.258728820272,0.113449189546185,0.206815586416399,0.109479775074602,0.114273515488126,0.337244798312637,0.198069683514028,0.106905960036195,0.10604362421971,0.168224462812918,0.136805691407976,0.196862416491132,0.11415923154276,0.150708130817589,0.109717971941886,0.160154135079557,0.135497504005294,0.130880914951548,0.244823612994301,0.102468915335843,0.170000720271384,0.113297853619432,0.111527345367556,0.117707267137205,0.118759781020993,0.114147501561298,0.109620059225129,0.211139746237077,0.104305574932824,0.103957886781229,0.124073649558942,0.127419933454532,0.105759234832473,0.279374184826294,0.174033911832129
28,24135.3346931823,3831.18033364858,26780.6407239424,42408.4250595786,28073.3623567965,214.514772947204,495.993395416299,3.98806845907738,1374.32991869246,126.568576524583,98.0539809294771,87.8140301704163,96.1868247320067,146.41349247851,194.092924745928,149.859109196825,317.954378428111,714.919450783565,2936.89383846921,8130.90562802186,578.278171301644,614.963831870829,263.281492474239,5779.97203899368,8.16100922058248,312.598809794402,1054.96808226861,949.145929654823,472.229422520503,57.6561932032242,551.282720967879,62.0070967938805,620.573057982993,671.895902880804,1809.24916515461,664.757809152606,592.80449068414,234.001590166167,2112.1804730501,2433.66468839018,2054.83631244202,953.955531522131,646.642505274567,2412.64410133337,1174.82080498132,1500.84191419352,886.220033713019,1909.87165958316,735.229880662728,564.944967034325,1034.90531515351,495.582490369426,803.629801766675,607.956697349845,1607.9387496879,833.016705413421,2270.86100940323,1810.52722496723,576.682633016579,2933.17453622727,3393.46083549814,2328.07120767834,1670.47556276983,1944.32490527449,482.184561390742,271.388688651418,0.114047440818673,0.206967571141722,0.109742037192899,0.114443419866251,0.334205041250752,0.198349040679129,0.10865856517908,0.10639397539881,0.167312277572914,0.136569083458047,0.194774032455653,0.114395399022273,0.14945287002235,0.108778627477189,0.158510335491993,0.135003760558599,0.130405401732295,0.245621945596693,0.102690277428265,0.170191226130455,0.1132536024768,0.110995156251284,0.116635537607957,0.11875910816788,0.114259359311664,0.109250574649542,0.208484282163681,0.103778870611772,0.104074539889878,0.122753091659873,0.127247501803981,0.106172218354544,0.279293605142996,0.173390810654177
